,County,FIPS,County Centroid,year,CDC Week,Week Ending Date,Count,Disease_INFLUENZA_A,Disease_INFLUENZA_B,Disease_INFLUENZA_UNSPECIFIED,UnempRate,GDP,GDP_change,Population,flu,fluSymptoms,fever,cough,soreThroat
20,ALBANY,36001,"(42.5882713, -73.9740136)",2010,9,03/06/2010,0,0,0,0,7.0,-,-,304078.0,0.0008849999999999998,0.0012825,0.16313400000000006,0.10055499999999999,0.0
21,ALBANY,36001,"(42.5882713, -73.9740136)",2010,10,03/13/2010,0,0,0,0,7.0,-,-,304078.0,0.0014160000000000002,0.0021375,0.18954000000000001,0.09802,0.160965
22,ALBANY,36001,"(42.5882713, -73.9740136)",2010,11,03/20/2010,0,0,0,0,7.0,-,-,304078.0,0.0017700000000000003,0.0,0.169128,0.042588,0.073876
23,ALBANY,36001,"(42.5882713, -73.9740136)",2010,12,03/27/2010,0,0,0,0,7.0,-,-,304078.0,0.00035400000000000004,0.0012825,0.20752199999999998,0.08576749999999997,0.063802
24,ALBANY,36001,"(42.5882713, -73.9740136)",2010,13,04/03/2010,0,0,0,0,7.0,-,-,304078.0,0.0017700000000000003,0.0012825,0.172044,0.13688999999999998,0.238418
25,ALBANY,36001,"(42.5882713, -73.9740136)",2010,14,04/10/2010,0,0,0,0,7.0,-,-,304078.0,0.0013275000000000001,0.0021375,0.25758000000000003,0.125229,0.302804
26,ALBANY,36001,"(42.5882713, -73.9740136)",2010,15,04/17/2010,0,0,0,0,7.0,-,-,304078.0,0.000531,0.00042750000000000004,0.17058600000000002,0.10292099999999996,0.18067500000000009
27,ALBANY,36001,"(42.5882713, -73.9740136)",2010,16,04/24/2010,0,0,0,0,7.0,-,-,304078.0,0.0007965,0.0015389999999999998,0.219834,0.043601999999999995,0.3285
28,ALBANY,36001,"(42.5882713, -73.9740136)",2010,17,05/01/2010,0,0,0,0,7.0,-,-,304078.0,0.001062,0.0,0.3419010000000001,0.066079,0.22834400000000002
29,ALBANY,36001,"(42.5882713, -73.9740136)",2010,18,05/08/2010,0,0,0,0,7.0,-,-,304078.0,0.00035400000000000004,0.002565,0.2799360000000001,0.062360999999999986,0.104098
30,ALBANY,36001,"(42.5882713, -73.9740136)",2010,19,05/15/2010,0,0,0,0,7.0,-,-,304078.0,0.0007965,0.0012825,0.21384000000000009,0.032448000000000005,0.103368
31,ALBANY,36001,"(42.5882713, -73.9740136)",2010,20,05/22/2010,0,0,0,0,7.0,-,-,304078.0,0.00017700000000000002,0.0008550000000000001,0.231012,0.068107,0.0803
32,ALBANY,36001,"(42.5882713, -73.9740136)",2010,40,10/09/2010,0,0,0,0,7.0,-,-,304078.0,0.009558,0.0017100000000000001,0.158841,0.08357049999999999,0.07708799999999999
33,ALBANY,36001,"(42.5882713, -73.9740136)",2010,41,10/16/2010,0,0,0,0,7.0,-,-,304078.0,0.003186,0.002565,0.202014,0.16283150000000002,0.161184
34,ALBANY,36001,"(42.5882713, -73.9740136)",2010,42,10/23/2010,0,0,0,0,7.0,-,-,304078.0,0.006814499999999999,0.0053865,0.13340700000000005,0.137904,0.22301500000000002
35,ALBANY,36001,"(42.5882713, -73.9740136)",2010,43,10/30/2010,0,0,0,0,7.0,-,-,304078.0,0.003186,0.001368,0.23895,0.14365,0.0803
36,ALBANY,36001,"(42.5882713, -73.9740136)",2010,44,11/06/2010,0,0,0,0,7.0,-,-,304078.0,0.004425000000000001,0.001368,0.4613760000000001,0.09464,0.23651999999999998
37,ALBANY,36001,"(42.5882713, -73.9740136)",2010,45,11/13/2010,1,0,1,0,7.0,-,-,304078.0,0.002124,0.0038475,0.14320800000000006,0.198237,0.150964
38,ALBANY,36001,"(42.5882713, -73.9740136)",2010,46,11/20/2010,1,1,0,0,7.0,-,-,304078.0,0.0028320000000000003,0.0,0.13632300000000006,0.151593,0.08176
39,ALBANY,36001,"(42.5882713, -73.9740136)",2010,47,11/27/2010,0,0,0,0,7.0,-,-,304078.0,0.002124,0.002736,0.27718200000000004,0.14872,0.0
40,ALBANY,36001,"(42.5882713, -73.9740136)",2010,48,12/04/2010,1,1,0,0,7.0,-,-,304078.0,0.002478,0.0,0.207765,0.21902399999999997,0.08738099999999999
41,ALBANY,36001,"(42.5882713, -73.9740136)",2010,49,12/11/2010,1,0,1,0,7.0,-,-,304078.0,0.002478,0.002052,0.19747800000000004,0.059487999999999985,0.101178
42,ALBANY,36001,"(42.5882713, -73.9740136)",2010,50,12/18/2010,3,3,0,0,7.0,-,-,304078.0,0.002478,0.0023940000000000003,0.26244,0.133848,0.09197999999999999
43,ALBANY,36001,"(42.5882713, -73.9740136)",2010,51,12/25/2010,5,4,0,1,7.0,-,-,304078.0,0.004956,0.00513,0.14774400000000001,0.1014,0.14235
44,ALBANY,36001,"(42.5882713, -73.9740136)",2010,52,01/02/2010,0,0,0,0,7.0,-,-,304078.0,0.015576,0.023940000000000003,0.11591100000000006,0.2091375,0.16950600000000002
45,ALBANY,36001,"(42.5882713, -73.9740136)",2011,1,01/08/2011,10,9,1,0,6.9,-,-,304564.0,0.0053100000000000005,0.004617,0.337041,0.18252,0.10796700000000001
46,ALBANY,36001,"(42.5882713, -73.9740136)",2011,2,01/15/2011,8,8,0,0,6.9,-,-,304564.0,0.0028320000000000003,0.004617,0.318573,0.12522899999999998,0.15884800000000002
47,ALBANY,36001,"(42.5882713, -73.9740136)",2011,3,01/22/2011,12,12,0,0,6.9,-,-,304564.0,0.004248,0.0034200000000000003,0.435942,0.2927925,0.13731300000000002
48,ALBANY,36001,"(42.5882713, -73.9740136)",2011,4,01/29/2011,9,9,0,0,6.9,-,-,304564.0,0.003186,0.005386500000000001,0.381672,0.150579,0.3212
49,ALBANY,36001,"(42.5882713, -73.9740136)",2011,5,02/05/2011,9,8,1,0,6.9,-,-,304564.0,0.0023895,0.0038475000000000002,0.47385,0.2010255,0.14015999999999998
50,ALBANY,36001,"(42.5882713, -73.9740136)",2011,6,02/12/2011,3,3,0,0,6.9,-,-,304564.0,0.004779,0.0028215,0.309825,0.12776400000000002,0.229877
51,ALBANY,36001,"(42.5882713, -73.9740136)",2011,7,02/19/2011,8,7,1,0,6.9,-,-,304564.0,0.0035400000000000006,0.01026,0.6885,0.252655,0.189216
52,ALBANY,36001,"(42.5882713, -73.9740136)",2011,8,02/26/2011,5,4,1,0,6.9,-,-,304564.0,0.0035400000000000006,0.0017955000000000004,0.425331,0.33462000000000003,0.07007999999999999
53,ALBANY,36001,"(42.5882713, -73.9740136)",2011,9,03/05/2011,6,4,2,0,6.9,-,-,304564.0,0.0028320000000000003,0.003591000000000001,0.29548800000000003,0.22308000000000003,0.08526399999999999
54,ALBANY,36001,"(42.5882713, -73.9740136)",2011,10,03/12/2011,17,10,5,2,6.9,-,-,304564.0,0.0026550000000000002,0.00513,0.3948750000000001,0.26972399999999996,0.30368
55,ALBANY,36001,"(42.5882713, -73.9740136)",2011,11,03/19/2011,7,4,3,0,6.9,-,-,304564.0,0.0030975000000000004,0.0053865,0.290628,0.13942500000000002,0.262727
56,ALBANY,36001,"(42.5882713, -73.9740136)",2011,12,03/26/2011,6,2,4,0,6.9,-,-,304564.0,0.00177,0.004104,0.42525,0.17576000000000006,0.354123
57,ALBANY,36001,"(42.5882713, -73.9740136)",2011,13,04/02/2011,9,7,2,0,6.9,-,-,304564.0,0.001062,0.002565,0.30480300000000005,0.08619,0.16519899999999998
58,ALBANY,36001,"(42.5882713, -73.9740136)",2011,14,04/09/2011,7,5,2,0,6.9,-,-,304564.0,0.0014160000000000002,0.0007694999999999999,0.217971,0.214968,0.187902
59,ALBANY,36001,"(42.5882713, -73.9740136)",2011,15,04/16/2011,6,4,2,0,6.9,-,-,304564.0,0.0014160000000000002,0.0017100000000000001,0.368874,0.18809700000000001,0.08643200000000001
60,ALBANY,36001,"(42.5882713, -73.9740136)",2011,16,04/23/2011,4,1,3,0,6.9,-,-,304564.0,0.0007965,0.0007694999999999999,0.205902,0.12675,0.151767
61,ALBANY,36001,"(42.5882713, -73.9740136)",2011,17,04/30/2011,1,0,1,0,6.9,-,-,304564.0,0.0007965,0.0,0.209385,0.06489600000000001,0.26163200000000003
62,ALBANY,36001,"(42.5882713, -73.9740136)",2011,18,05/07/2011,0,0,0,0,6.9,-,-,304564.0,0.000531,0.000513,0.21384000000000009,0.1183,0.234768
63,ALBANY,36001,"(42.5882713, -73.9740136)",2011,19,05/14/2011,0,0,0,0,6.9,-,-,304564.0,0.0007965,0.000513,0.279936,0.13503099999999998,0.383542
64,ALBANY,36001,"(42.5882713, -73.9740136)",2011,20,05/21/2011,0,0,0,0,6.9,-,-,304564.0,0.000531,0.000513,0.17901000000000006,0.139425,0.243601
65,ALBANY,36001,"(42.5882713, -73.9740136)",2011,40,10/08/2011,0,0,0,0,6.9,-,-,304564.0,0.004425000000000001,0.002565,0.212463,0.09531599999999996,0.16125699999999998
66,ALBANY,36001,"(42.5882713, -73.9740136)",2011,41,10/15/2011,0,0,0,0,6.9,-,-,304564.0,0.006195000000000001,0.002565,0.113724,0.184548,0.05256
67,ALBANY,36001,"(42.5882713, -73.9740136)",2011,42,10/22/2011,0,0,0,0,6.9,-,-,304564.0,0.007965,0.003078,0.24494400000000005,0.101062,0.102419
68,ALBANY,36001,"(42.5882713, -73.9740136)",2011,43,10/29/2011,0,0,0,0,6.9,-,-,304564.0,0.006372,0.001026,0.22356,0.15717,0.21024
69,ALBANY,36001,"(42.5882713, -73.9740136)",2011,44,11/05/2011,0,0,0,0,6.9,-,-,304564.0,0.004248,0.0021375,0.248994,0.195871,0.235352
70,ALBANY,36001,"(42.5882713, -73.9740136)",2011,45,11/12/2011,0,0,0,0,6.9,-,-,304564.0,0.002478,0.003078,0.15066,0.322452,0.284262
71,ALBANY,36001,"(42.5882713, -73.9740136)",2011,46,11/19/2011,0,0,0,0,6.9,-,-,304564.0,0.0028320000000000003,0.001026,0.265923,0.24167,0.063364
72,ALBANY,36001,"(42.5882713, -73.9740136)",2011,47,11/26/2011,0,0,0,0,6.9,-,-,304564.0,0.0026550000000000002,0.0021375,0.165726,0.17567549999999998,0.15884800000000002
73,ALBANY,36001,"(42.5882713, -73.9740136)",2011,48,12/03/2011,0,0,0,0,6.9,-,-,304564.0,0.0035400000000000006,0.0023940000000000003,0.23328000000000004,0.296595,0.18834
74,ALBANY,36001,"(42.5882713, -73.9740136)",2011,49,12/10/2011,0,0,0,0,6.9,-,-,304564.0,0.0013275000000000001,0.002565,0.210924,0.351013,0.10577699999999997
75,ALBANY,36001,"(42.5882713, -73.9740136)",2011,50,12/17/2011,0,0,0,0,6.9,-,-,304564.0,0.002124,0.004617,0.16621200000000005,0.135707,0.099645
76,ALBANY,36001,"(42.5882713, -73.9740136)",2011,51,12/24/2011,0,0,0,0,6.9,-,-,304564.0,0.002124,0.0015389999999999998,0.244944,0.135876,0.17425100000000002
77,ALBANY,36001,"(42.5882713, -73.9740136)",2011,52,01/01/2011,5,5,0,0,6.9,-,-,304564.0,0.004779,0.006840000000000001,0.241542,0.10816,0.303534
78,ALBANY,36001,"(42.5882713, -73.9740136)",2011,52,12/31/2011,0,0,0,0,6.9,-,-,304564.0,0.002124,0.0015389999999999998,0.339309,0.4350060000000001,0.269808
79,ALBANY,36001,"(42.5882713, -73.9740136)",2012,1,01/07/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.002478,0.0017955000000000004,0.244944,0.221559,0.15454099999999998
80,ALBANY,36001,"(42.5882713, -73.9740136)",2012,2,01/14/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.0026550000000000002,0.0015389999999999998,0.32116500000000003,0.33326799999999995,0.171185
81,ALBANY,36001,"(42.5882713, -73.9740136)",2012,3,01/21/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.001062,0.003591000000000001,0.241056,0.100386,0.26674200000000003
82,ALBANY,36001,"(42.5882713, -73.9740136)",2012,4,01/28/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.001593,0.0015389999999999998,0.22307399999999997,0.13486199999999998,0.17060099999999995
83,ALBANY,36001,"(42.5882713, -73.9740136)",2012,5,02/04/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.0008849999999999998,0.0017100000000000001,0.18451800000000004,0.31907199999999997,0.122202
84,ALBANY,36001,"(42.5882713, -73.9740136)",2012,6,02/11/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.0013275000000000001,0.003078,0.36855,0.29338400000000003,0.279882
85,ALBANY,36001,"(42.5882713, -73.9740136)",2012,7,02/18/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.0018585000000000001,0.0034200000000000003,0.306342,0.22637549999999995,0.25842
86,ALBANY,36001,"(42.5882713, -73.9740136)",2012,8,02/25/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.002478,0.0029925000000000004,0.3039120000000001,0.325325,0.18104
87,ALBANY,36001,"(42.5882713, -73.9740136)",2012,9,03/03/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.0026550000000000002,0.0015389999999999998,0.36288000000000004,0.068614,0.122202
88,ALBANY,36001,"(42.5882713, -73.9740136)",2012,10,03/10/2012,1,0,1,0,7.1,24791703.0,-,305717.0,0.0013275000000000001,0.001368,0.4745790000000001,0.24014899999999997,0.347261
89,ALBANY,36001,"(42.5882713, -73.9740136)",2012,11,03/17/2012,3,2,1,0,7.1,24791703.0,-,305717.0,0.00177,0.0017100000000000001,0.31185,0.231868,0.183084
90,ALBANY,36001,"(42.5882713, -73.9740136)",2012,12,03/24/2012,5,4,1,0,7.1,24791703.0,-,305717.0,0.0007080000000000001,0.001026,0.23684400000000005,0.29913,0.118552
91,ALBANY,36001,"(42.5882713, -73.9740136)",2012,13,03/31/2012,3,3,0,0,7.1,24791703.0,-,305717.0,0.001062,0.0007694999999999999,0.30933900000000003,0.16562000000000002,0.124173
92,ALBANY,36001,"(42.5882713, -73.9740136)",2012,14,04/07/2012,3,2,1,0,7.1,24791703.0,-,305717.0,0.001062,0.002565,0.23085,0.15683199999999994,0.15884800000000002
93,ALBANY,36001,"(42.5882713, -73.9740136)",2012,15,04/14/2012,5,4,1,0,7.1,24791703.0,-,305717.0,0.0014160000000000002,0.002565,0.22032000000000007,0.11466649999999999,0.226665
94,ALBANY,36001,"(42.5882713, -73.9740136)",2012,16,04/21/2012,2,1,1,0,7.1,24791703.0,-,305717.0,0.00035400000000000004,0.0012825,0.323676,0.16122599999999998,0.0
95,ALBANY,36001,"(42.5882713, -73.9740136)",2012,17,04/28/2012,8,6,2,0,7.1,24791703.0,-,305717.0,0.001062,0.0007694999999999999,0.33534,0.12548250000000002,0.21024
96,ALBANY,36001,"(42.5882713, -73.9740136)",2012,18,05/05/2012,3,1,2,0,7.1,24791703.0,-,305717.0,0.0007965,0.0,0.22096800000000005,0.07613450000000001,0.13599899999999998
97,ALBANY,36001,"(42.5882713, -73.9740136)",2012,19,05/12/2012,2,1,1,0,7.1,24791703.0,-,305717.0,0.001062,0.0007694999999999999,0.24219000000000004,0.24133200000000002,0.208488
98,ALBANY,36001,"(42.5882713, -73.9740136)",2012,20,05/19/2012,4,2,2,0,7.1,24791703.0,-,305717.0,0.000531,0.001026,0.2268000000000001,0.1531985,0.24455
99,ALBANY,36001,"(42.5882713, -73.9740136)",2012,40,10/06/2012,1,1,0,0,7.1,24791703.0,-,305717.0,0.004248,0.0017100000000000001,0.197316,0.391742,0.16643999999999998
100,ALBANY,36001,"(42.5882713, -73.9740136)",2012,41,10/13/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.0039825,0.002565,0.231336,0.266175,0.177536
101,ALBANY,36001,"(42.5882713, -73.9740136)",2012,42,10/20/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.004779,0.002565,0.6265350000000001,0.25552800000000003,0.1095
102,ALBANY,36001,"(42.5882713, -73.9740136)",2012,43,10/27/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.002124,0.002052,0.2661660000000001,0.129623,0.0
103,ALBANY,36001,"(42.5882713, -73.9740136)",2012,44,11/03/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.0014160000000000002,0.000342,0.14814899999999998,0.122694,0.109865
104,ALBANY,36001,"(42.5882713, -73.9740136)",2012,45,11/10/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.0026550000000000002,0.0021375,0.209385,0.1531985,0.13402799999999998
105,ALBANY,36001,"(42.5882713, -73.9740136)",2012,46,11/17/2012,1,1,0,0,7.1,24791703.0,-,305717.0,0.0030975000000000004,0.0012825,0.26244,0.2010255,0.1679
106,ALBANY,36001,"(42.5882713, -73.9740136)",2012,47,11/24/2012,0,0,0,0,7.1,24791703.0,-,305717.0,0.001593,0.001026,0.2704590000000001,0.179816,0.21272199999999997
107,ALBANY,36001,"(42.5882713, -73.9740136)",2012,48,12/01/2012,5,5,0,0,7.1,24791703.0,-,305717.0,0.004956,0.004788000000000001,0.21060000000000004,0.200772,0.223015
108,ALBANY,36001,"(42.5882713, -73.9740136)",2012,49,12/08/2012,7,7,0,0,7.1,24791703.0,-,305717.0,0.009204,0.00513,0.2296350000000001,0.17567549999999998,0.14607299999999998
109,ALBANY,36001,"(42.5882713, -73.9740136)",2012,50,12/15/2012,24,24,0,0,7.1,24791703.0,-,305717.0,0.0103545,0.008892,0.3784320000000001,0.2978625,0.25396699999999994
110,ALBANY,36001,"(42.5882713, -73.9740136)",2012,51,12/22/2012,52,52,0,0,7.1,24791703.0,-,305717.0,0.016107,0.0192375,0.377541,0.397488,0.3576269999999999
111,ALBANY,36001,"(42.5882713, -73.9740136)",2012,52,12/29/2012,87,86,1,0,7.1,24791703.0,-,305717.0,0.024072000000000003,0.026163,0.59778,0.78585,0.50078
112,ALBANY,36001,"(42.5882713, -73.9740136)",2013,1,01/05/2013,49,49,0,0,6.1,25479702.0,2.8,306613.0,0.029736,0.029497500000000006,0.48762,0.5217875,0.3066
113,ALBANY,36001,"(42.5882713, -73.9740136)",2013,2,01/12/2013,65,65,0,0,6.1,25479702.0,2.8,306613.0,0.26019000000000003,0.1362015,0.5047110000000001,0.5408,0.440555
114,ALBANY,36001,"(42.5882713, -73.9740136)",2013,3,01/19/2013,70,66,4,0,6.1,25479702.0,2.8,306613.0,0.22301999999999997,0.15518250000000006,0.385236,0.3717155,0.182208
115,ALBANY,36001,"(42.5882713, -73.9740136)",2013,4,01/26/2013,41,38,3,0,6.1,25479702.0,2.8,306613.0,0.038232,0.04959,0.3929310000000001,0.2157285,0.16863
116,ALBANY,36001,"(42.5882713, -73.9740136)",2013,5,02/02/2013,16,14,2,0,6.1,25479702.0,2.8,306613.0,0.015045000000000003,0.023940000000000003,0.37908000000000003,0.23998000000000005,0.14921199999999998
117,ALBANY,36001,"(42.5882713, -73.9740136)",2013,6,02/09/2013,12,7,5,0,6.1,25479702.0,2.8,306613.0,0.008496,0.008977500000000001,0.35081100000000004,0.3849820000000001,0.21637199999999998
118,ALBANY,36001,"(42.5882713, -73.9740136)",2013,7,02/16/2013,14,3,11,0,6.1,25479702.0,2.8,306613.0,0.006195000000000001,0.0034200000000000003,0.241542,0.24167,0.34339200000000003
119,ALBANY,36001,"(42.5882713, -73.9740136)",2013,8,02/23/2013,13,3,9,1,6.1,25479702.0,2.8,306613.0,0.0039825,0.009405,0.33355799999999997,0.3566745,0.286306
120,ALBANY,36001,"(42.5882713, -73.9740136)",2013,9,03/02/2013,11,1,10,0,6.1,25479702.0,2.8,306613.0,0.005664000000000001,0.009234,0.285768,0.1719575,0.26645
121,ALBANY,36001,"(42.5882713, -73.9740136)",2013,10,03/09/2013,10,0,10,0,6.1,25479702.0,2.8,306613.0,0.0030975000000000004,0.0041895000000000005,0.3159,0.29659500000000005,0.17782799999999996
122,ALBANY,36001,"(42.5882713, -73.9740136)",2013,11,03/16/2013,7,2,5,0,6.1,25479702.0,2.8,306613.0,0.002478,0.002052,0.3623130000000001,0.1863225,0.4964
123,ALBANY,36001,"(42.5882713, -73.9740136)",2013,12,03/23/2013,12,1,11,0,6.1,25479702.0,2.8,306613.0,0.002124,0.0029925000000000004,0.2919240000000001,0.16502850000000002,0.22484
124,ALBANY,36001,"(42.5882713, -73.9740136)",2013,13,03/30/2013,10,0,10,0,6.1,25479702.0,2.8,306613.0,0.002124,0.003078,0.26956800000000003,0.15057900000000002,0.311272
125,ALBANY,36001,"(42.5882713, -73.9740136)",2013,14,04/06/2013,5,0,4,1,6.1,25479702.0,2.8,306613.0,0.0030975000000000004,0.003078,0.27677700000000005,0.2649075,0.15242399999999998
126,ALBANY,36001,"(42.5882713, -73.9740136)",2013,15,04/13/2013,3,0,3,0,6.1,25479702.0,2.8,306613.0,0.001593,0.000684,0.26244,0.13900249999999995,0.17374
127,ALBANY,36001,"(42.5882713, -73.9740136)",2013,16,04/20/2013,3,0,3,0,6.1,25479702.0,2.8,306613.0,0.001593,0.0021375,0.2405700000000001,0.14407250000000002,0.05621
128,ALBANY,36001,"(42.5882713, -73.9740136)",2013,17,04/27/2013,1,0,1,0,6.1,25479702.0,2.8,306613.0,0.0013275000000000001,0.0015389999999999998,0.2799360000000001,0.18809700000000001,0.24243299999999998
129,ALBANY,36001,"(42.5882713, -73.9740136)",2013,18,05/04/2013,1,1,0,0,6.1,25479702.0,2.8,306613.0,0.001062,0.0,0.30480300000000005,0.1477905,0.288204
130,ALBANY,36001,"(42.5882713, -73.9740136)",2013,19,05/11/2013,0,0,0,0,6.1,25479702.0,2.8,306613.0,0.000531,0.0008550000000000001,0.314766,0.095823,0.335946
131,ALBANY,36001,"(42.5882713, -73.9740136)",2013,20,05/18/2013,1,0,1,0,6.1,25479702.0,2.8,306613.0,0.000531,0.0,0.27669600000000005,0.13883350000000005,0.282583
132,ALBANY,36001,"(42.5882713, -73.9740136)",2013,40,10/05/2013,0,0,0,0,6.1,25479702.0,2.8,306613.0,0.0077880000000000015,0.0021375,0.229392,0.1863225,0.117238
133,ALBANY,36001,"(42.5882713, -73.9740136)",2013,41,10/12/2013,0,0,0,0,6.1,25479702.0,2.8,306613.0,0.0087615,0.002052,0.15309,0.19604,0.116508
134,ALBANY,36001,"(42.5882713, -73.9740136)",2013,42,10/19/2013,0,0,0,0,6.1,25479702.0,2.8,306613.0,0.006814499999999999,0.000513,0.18711000000000005,0.1107795,0.154176
135,ALBANY,36001,"(42.5882713, -73.9740136)",2013,43,10/26/2013,0,0,0,0,6.1,25479702.0,2.8,306613.0,0.009735,0.002565,0.206064,0.11204700000000001,0.151767
136,ALBANY,36001,"(42.5882713, -73.9740136)",2013,44,11/02/2013,0,0,0,0,6.1,25479702.0,2.8,306613.0,0.006195000000000001,0.0017100000000000001,0.2177280000000001,0.310284,0.12877200000000005
137,ALBANY,36001,"(42.5882713, -73.9740136)",2013,45,11/09/2013,0,0,0,0,6.1,25479702.0,2.8,306613.0,0.011626603072390574,0.0033744,0.1215507389240823,0.18976943409279373,0.06134926192526735
138,ALBANY,36001,"(42.5882713, -73.9740136)",2013,46,11/16/2013,1,1,0,0,6.1,25479702.0,2.8,306613.0,0.005366124494949495,0.0025308,0.18865017681339047,0.3564542143066787,0.16957669741469245
139,ALBANY,36001,"(42.5882713, -73.9740136)",2013,47,11/23/2013,0,0,0,0,6.1,25479702.0,2.8,306613.0,0.0063882434463684475,0.002892342857142857,0.2310964665964034,0.2087803255224832,0.09141243845010764
140,ALBANY,36001,"(42.5882713, -73.9740136)",2013,48,11/30/2013,1,1,0,0,6.1,25479702.0,2.8,306613.0,0.004024593371212122,0.003615428571428572,0.0977550916214842,0.2021038815084852,0.2265438692024407
141,ALBANY,36001,"(42.5882713, -73.9740136)",2013,49,12/07/2013,3,2,1,0,6.1,25479702.0,2.8,306613.0,0.004024593371212122,0.001928228571428572,0.1929376808318767,0.143826446471044,0.07796044081865368
